optimizer,lr,batch_size,hidden_dim,valid_acc,test_acc
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,170,0.3155963302752294,0.454
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,80,0.3155963302752294,0.424
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,110,0.3146788990825688,0.45
<class 'torch.optim.adam.Adam'>,0.005,16,170,0.3146788990825688,0.274
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,128,0.3146788990825688,0.428
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,90,0.3137614678899083,0.42
<class 'torch.optim.adagrad.Adagrad'>,0.002,128,70,0.3137614678899083,0.456
<class 'torch.optim.adamw.AdamW'>,0.0001,128,110,0.3128440366972477,0.44
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,180,0.3128440366972477,0.448
<class 'torch.optim.adam.Adam'>,0.025,16,90,0.3128440366972477,0.298
<class 'torch.optim.adam.Adam'>,0.0001,128,110,0.3119266055045872,0.44
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,70,0.3119266055045872,0.412
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,100,0.3119266055045872,0.42
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,140,0.3110091743119266,0.404
<class 'torch.optim.adamw.AdamW'>,0.025,64,120,0.3100917431192661,0.28
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,150,0.3100917431192661,0.372
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,140,0.3100917431192661,0.438
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,160,0.3091743119266055,0.448
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,80,0.3091743119266055,0.426
<class 'torch.optim.adam.Adam'>,0.01,128,256,0.3091743119266055,0.472
<class 'torch.optim.adam.Adam'>,0.025,128,110,0.30825688073394497,0.396
<class 'torch.optim.adam.Adam'>,0.025,32,90,0.30825688073394497,0.38
<class 'torch.optim.adam.Adam'>,0.0002,128,70,0.30825688073394497,0.464
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,100,0.30825688073394497,0.414
<class 'torch.optim.adamw.AdamW'>,0.0001,128,120,0.30825688073394497,0.398
<class 'torch.optim.adamw.AdamW'>,0.0002,128,70,0.30825688073394497,0.464
<class 'torch.optim.adamw.AdamW'>,0.025,32,160,0.3073394495412844,0.372
<class 'torch.optim.adam.Adam'>,0.0001,128,120,0.3073394495412844,0.398
<class 'torch.optim.adam.Adam'>,0.025,128,140,0.3073394495412844,0.382
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,70,0.3073394495412844,0.408
<class 'torch.optim.adamw.AdamW'>,0.01,64,170,0.30458715596330277,0.336
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,110,0.3036697247706422,0.406
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,128,0.3036697247706422,0.418
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,100,0.3018348623853211,0.402
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,170,0.3018348623853211,0.43
<class 'torch.optim.adamw.AdamW'>,0.025,64,100,0.3,0.324
<class 'torch.optim.adamw.AdamW'>,0.025,128,140,0.29908256880733947,0.382
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,120,0.29908256880733947,0.364
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,110,0.29908256880733947,0.408
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,128,0.2981651376146789,0.398
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,180,0.2981651376146789,0.39
<class 'torch.optim.adamw.AdamW'>,0.025,128,120,0.2981651376146789,0.414
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,180,0.2981651376146789,0.39
<class 'torch.optim.adagrad.Adagrad'>,0.025,128,170,0.29724770642201837,0.286
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,70,0.29724770642201837,0.382
<class 'torch.optim.adam.Adam'>,0.0001,64,60,0.2963302752293578,0.402
<class 'torch.optim.adamw.AdamW'>,0.0001,64,60,0.2963302752293578,0.402
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,160,0.29541284403669726,0.39
<class 'torch.optim.adamw.AdamW'>,0.025,16,60,0.29541284403669726,0.346
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,170,0.29541284403669726,0.408
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,140,0.29541284403669726,0.376
<class 'torch.optim.adam.Adam'>,0.0001,128,90,0.29541284403669726,0.386
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,180,0.29541284403669726,0.386
<class 'torch.optim.adamw.AdamW'>,0.0001,128,90,0.29541284403669726,0.386
<class 'torch.optim.adamw.AdamW'>,0.0001,128,70,0.2944954128440367,0.358
<class 'torch.optim.adamw.AdamW'>,0.025,16,80,0.2944954128440367,0.402
<class 'torch.optim.adagrad.Adagrad'>,0.001,16,60,0.2944954128440367,0.394
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,80,0.2944954128440367,0.384
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,90,0.29357798165137616,0.37
<class 'torch.optim.adam.Adam'>,0.0001,128,70,0.29357798165137616,0.358
<class 'torch.optim.adam.Adam'>,0.025,16,60,0.2926605504587156,0.442
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,120,0.29174311926605506,0.338
<class 'torch.optim.adamw.AdamW'>,0.025,32,110,0.29174311926605506,0.43
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,256,0.2908256880733945,0.392
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,100,0.2908256880733945,0.398
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,110,0.2908256880733945,0.394
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,70,0.28990825688073396,0.358
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,110,0.2889908256880734,0.406
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,180,0.2889908256880734,0.364
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,80,0.2889908256880734,0.374
<class 'torch.optim.adam.Adam'>,0.025,32,120,0.2889908256880734,0.424
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,180,0.28807339449541286,0.366
<class 'torch.optim.adamw.AdamW'>,0.025,64,160,0.28807339449541286,0.418
<class 'torch.optim.adamw.AdamW'>,0.01,16,170,0.28807339449541286,0.452
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,256,0.28807339449541286,0.382
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,150,0.2871559633027523,0.234
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,180,0.2871559633027523,0.376
<class 'torch.optim.adagrad.Adagrad'>,0.001,32,60,0.2871559633027523,0.39
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,200,0.2871559633027523,0.296
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,200,0.2853211009174312,0.304
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,160,0.2853211009174312,0.372
<class 'torch.optim.adamw.AdamW'>,0.025,16,90,0.2853211009174312,0.266
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,200,0.2853211009174312,0.306
<class 'torch.optim.adamw.AdamW'>,0.025,32,60,0.28440366972477066,0.38
<class 'torch.optim.adamw.AdamW'>,0.025,32,100,0.28440366972477066,0.392
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,170,0.28256880733944956,0.366
<class 'torch.optim.adam.Adam'>,0.025,16,100,0.28073394495412846,0.322
<class 'torch.optim.adam.Adam'>,0.025,128,128,0.28073394495412846,0.316
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,256,0.28073394495412846,0.324
<class 'torch.optim.adagrad.Adagrad'>,0.001,64,60,0.28073394495412846,0.372
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,90,0.28073394495412846,0.37
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,120,0.28073394495412846,0.328
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,140,0.2798165137614679,0.364
<class 'torch.optim.adam.Adam'>,0.0001,128,80,0.2798165137614679,0.354
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,110,0.2798165137614679,0.364
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,180,0.2798165137614679,0.356
<class 'torch.optim.adamw.AdamW'>,0.0001,128,80,0.2798165137614679,0.354
<class 'torch.optim.adam.Adam'>,0.025,64,180,0.27889908256880735,0.212
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,170,0.27889908256880735,0.372
<class 'torch.optim.adamw.AdamW'>,0.025,128,128,0.27889908256880735,0.262
<class 'torch.optim.adam.Adam'>,0.025,64,140,0.2779816513761468,0.356
<class 'torch.optim.adamw.AdamW'>,0.01,64,200,0.2779816513761468,0.336
<class 'torch.optim.adam.Adam'>,0.025,32,128,0.27706422018348625,0.288
<class 'torch.optim.adam.Adam'>,0.025,32,170,0.27706422018348625,0.35
<class 'torch.optim.adamw.AdamW'>,0.025,32,90,0.2761467889908257,0.226
<class 'torch.optim.adam.Adam'>,0.01,16,256,0.2761467889908257,0.396
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,256,0.27522935779816515,0.318
<class 'torch.optim.adamw.AdamW'>,0.025,32,128,0.27522935779816515,0.376
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,100,0.27522935779816515,0.354
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,110,0.2743119266055046,0.354
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,100,0.2743119266055046,0.358
<class 'torch.optim.adamw.AdamW'>,0.025,64,60,0.2743119266055046,0.28
<class 'torch.optim.adagrad.Adagrad'>,0.001,128,60,0.2743119266055046,0.356
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,100,0.27339449541284405,0.36
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,180,0.2724770642201835,0.29
<class 'torch.optim.adamw.AdamW'>,0.025,32,80,0.2724770642201835,0.296
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,140,0.27155963302752295,0.356
<class 'torch.optim.adamw.AdamW'>,0.025,16,200,0.27155963302752295,0.232
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,140,0.2706422018348624,0.366
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,70,0.26880733944954127,0.322
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,120,0.26880733944954127,0.208
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,200,0.26788990825688075,0.202
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,170,0.26788990825688075,0.318
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,170,0.26788990825688075,0.35
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,110,0.26788990825688075,0.358
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,110,0.26697247706422017,0.33
<class 'torch.optim.adam.Adam'>,0.01,32,128,0.26697247706422017,0.378
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,60,0.26605504587155965,0.354
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,90,0.26513761467889907,0.376
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,170,0.26422018348623855,0.308
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,110,0.26422018348623855,0.31
<class 'torch.optim.adam.Adam'>,0.025,16,200,0.26422018348623855,0.374
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,160,0.26422018348623855,0.24
<class 'torch.optim.adam.Adam'>,0.0001,128,60,0.26330275229357797,0.358
<class 'torch.optim.adagrad.Adagrad'>,0.0005,16,80,0.26330275229357797,0.33
<class 'torch.optim.adamw.AdamW'>,0.0001,128,60,0.26330275229357797,0.358
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,110,0.26238532110091745,0.346
<class 'torch.optim.adam.Adam'>,0.025,16,120,0.26238532110091745,0.4
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,70,0.26238532110091745,0.312
<class 'torch.optim.adam.Adam'>,0.01,16,90,0.26238532110091745,0.2
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,200,0.26146788990825687,0.18
<class 'torch.optim.adam.Adam'>,0.025,32,150,0.26146788990825687,0.244
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,90,0.26146788990825687,0.322
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,70,0.26055045871559634,0.31
<class 'torch.optim.adamw.AdamW'>,0.025,32,140,0.26055045871559634,0.314
<class 'torch.optim.adam.Adam'>,0.025,32,180,0.26055045871559634,0.302
<class 'torch.optim.adam.Adam'>,0.01,16,140,0.26055045871559634,0.292
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,60,0.26055045871559634,0.348
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,110,0.26055045871559634,0.322
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,140,0.25963302752293577,0.324
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,160,0.25871559633027524,0.23
<class 'torch.optim.adam.Adam'>,0.025,32,110,0.25871559633027524,0.278
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,170,0.25871559633027524,0.306
<class 'torch.optim.adam.Adam'>,0.025,32,200,0.25779816513761467,0.432
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,160,0.25779816513761467,0.236
<class 'torch.optim.adam.Adam'>,0.025,16,150,0.25779816513761467,0.258
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,170,0.25688073394495414,0.298
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,60,0.25596330275229356,0.344
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,200,0.25596330275229356,0.174
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,128,0.25596330275229356,0.292
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,128,0.25596330275229356,0.284
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,90,0.25596330275229356,0.196
<class 'torch.optim.adam.Adam'>,0.025,16,80,0.25596330275229356,0.298
<class 'torch.optim.adam.Adam'>,0.025,64,100,0.25504587155963304,0.222
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,100,0.25504587155963304,0.224
<class 'torch.optim.adagrad.Adagrad'>,0.0005,32,80,0.25504587155963304,0.312
<class 'torch.optim.adamw.AdamW'>,0.025,128,200,0.25504587155963304,0.422
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,150,0.25412844036697246,0.174
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,256,0.25412844036697246,0.198
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,256,0.25321100917431194,0.212
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,120,0.25321100917431194,0.19
<class 'torch.optim.adamw.AdamW'>,0.01,32,160,0.25321100917431194,0.228
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,150,0.25321100917431194,0.19
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,90,0.25229357798165136,0.194
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,110,0.25229357798165136,0.328
<class 'torch.optim.adamw.AdamW'>,0.025,32,170,0.25229357798165136,0.306
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,200,0.25137614678899084,0.174
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,90,0.25137614678899084,0.194
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,150,0.25137614678899084,0.194
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,90,0.25137614678899084,0.224
<class 'torch.optim.adamw.AdamW'>,0.025,128,160,0.25045871559633026,0.43
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,150,0.25045871559633026,0.176
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,256,0.25045871559633026,0.212
<class 'torch.optim.adam.Adam'>,0.01,16,160,0.25045871559633026,0.354
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,70,0.25045871559633026,0.294
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,60,0.25045871559633026,0.258
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,70,0.24954128440366974,0.312
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,256,0.2486238532110092,0.212
<class 'torch.optim.adamw.AdamW'>,0.025,128,256,0.24770642201834864,0.314
<class 'torch.optim.adamw.AdamW'>,0.01,16,160,0.24770642201834864,0.346
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,170,0.24770642201834864,0.314
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,90,0.24770642201834864,0.166
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,70,0.24770642201834864,0.316
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,70,0.24587155963302754,0.292
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,150,0.24587155963302754,0.168
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,70,0.24587155963302754,0.324
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,160,0.24587155963302754,0.21
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,100,0.24587155963302754,0.198
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,90,0.24587155963302754,0.168
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,70,0.24495412844036699,0.228
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,128,0.24495412844036699,0.282
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,120,0.24495412844036699,0.204
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,150,0.24495412844036699,0.172
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,120,0.24403669724770644,0.21
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,90,0.24403669724770644,0.17
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,150,0.24403669724770644,0.182
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,128,0.24403669724770644,0.28
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,140,0.24403669724770644,0.326
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,70,0.24311926605504589,0.304
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,70,0.24311926605504589,0.324
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,140,0.24220183486238533,0.316
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,150,0.24220183486238533,0.174
<class 'torch.optim.adamw.AdamW'>,0.025,64,150,0.24220183486238533,0.238
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,70,0.24036697247706423,0.29
<class 'torch.optim.adamw.AdamW'>,0.025,128,180,0.24036697247706423,0.292
<class 'torch.optim.adam.Adam'>,0.025,64,120,0.23944954128440368,0.336
<class 'torch.optim.adam.Adam'>,0.025,16,180,0.23944954128440368,0.166
<class 'torch.optim.adam.Adam'>,0.025,128,200,0.23853211009174313,0.276
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,80,0.23853211009174313,0.164
<class 'torch.optim.adamw.AdamW'>,0.025,16,120,0.23761467889908258,0.354
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,100,0.23761467889908258,0.192
<class 'torch.optim.adamw.AdamW'>,0.025,16,140,0.23669724770642203,0.356
<class 'torch.optim.adamw.AdamW'>,0.025,16,70,0.23669724770642203,0.412
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,200,0.23669724770642203,0.158
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,90,0.23577981651376148,0.162
<class 'torch.optim.adam.Adam'>,0.01,64,200,0.23577981651376148,0.154
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,128,0.23577981651376148,0.27
<class 'torch.optim.adagrad.Adagrad'>,0.0005,64,80,0.23486238532110093,0.22
<class 'torch.optim.adam.Adam'>,0.025,16,110,0.23394495412844038,0.2
<class 'torch.optim.adamw.AdamW'>,0.01,16,256,0.23394495412844038,0.296
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,160,0.23394495412844038,0.196
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,80,0.23394495412844038,0.2
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,128,0.23394495412844038,0.264
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,128,0.23211009174311928,0.194
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,60,0.23119266055045873,0.23
<class 'torch.optim.adamw.AdamW'>,0.025,16,160,0.23119266055045873,0.25
<class 'torch.optim.adam.Adam'>,0.01,64,256,0.23027522935779818,0.214
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,160,0.23027522935779818,0.188
<class 'torch.optim.adam.Adam'>,0.025,128,180,0.23027522935779818,0.16
<class 'torch.optim.adamw.AdamW'>,0.025,32,150,0.22935779816513763,0.21
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,160,0.22935779816513763,0.182
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,140,0.22935779816513763,0.296
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,140,0.22935779816513763,0.268
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,100,0.22935779816513763,0.19
<class 'torch.optim.adamw.AdamW'>,0.01,16,200,0.22935779816513763,0.228
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,60,0.22844036697247708,0.238
<class 'torch.optim.adamw.AdamW'>,0.01,16,140,0.22844036697247708,0.21
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,80,0.22844036697247708,0.168
<class 'torch.optim.adamw.AdamW'>,0.025,16,100,0.22752293577981653,0.328
<class 'torch.optim.adagrad.Adagrad'>,0.0005,128,80,0.22752293577981653,0.21
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,80,0.22752293577981653,0.172
<class 'torch.optim.adagrad.Adagrad'>,0.0002,32,80,0.22752293577981653,0.202
<class 'torch.optim.adagrad.Adagrad'>,0.0002,16,60,0.22752293577981653,0.236
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,120,0.22752293577981653,0.18
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,90,0.22477064220183487,0.164
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,120,0.22477064220183487,0.202
<class 'torch.optim.adam.Adam'>,0.025,64,160,0.22477064220183487,0.166
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,60,0.22477064220183487,0.192
<class 'torch.optim.adam.Adam'>,0.025,16,140,0.22385321100917432,0.234
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,128,0.22385321100917432,0.248
<class 'torch.optim.adagrad.Adagrad'>,0.0002,64,80,0.22293577981651377,0.172
<class 'torch.optim.adam.Adam'>,0.025,32,140,0.22293577981651377,0.248
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,60,0.22201834862385322,0.194
<class 'torch.optim.adagrad.Adagrad'>,0.0002,128,80,0.22201834862385322,0.166
<class 'torch.optim.adam.Adam'>,0.01,32,140,0.22201834862385322,0.296
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,100,0.22018348623853212,0.172
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,160,0.22018348623853212,0.154
<class 'torch.optim.adagrad.Adagrad'>,0.0001,32,60,0.21834862385321102,0.194
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,80,0.21834862385321102,0.17
<class 'torch.optim.adam.Adam'>,0.025,16,70,0.21834862385321102,0.306
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,120,0.21743119266055047,0.212
<class 'torch.optim.adamw.AdamW'>,0.025,64,256,0.21559633027522937,0.182
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,120,0.21467889908256882,0.206
<class 'torch.optim.adam.Adam'>,0.025,32,100,0.21376146788990827,0.22
<class 'torch.optim.adamw.AdamW'>,0.025,16,150,0.21376146788990827,0.15
<class 'torch.optim.adagrad.Adagrad'>,0.0001,64,60,0.21376146788990827,0.162
<class 'torch.optim.adamw.AdamW'>,0.025,16,256,0.21376146788990827,0.346
<class 'torch.optim.adamw.AdamW'>,0.025,64,140,0.21284403669724772,0.164
<class 'torch.optim.adamw.AdamW'>,0.025,64,170,0.21284403669724772,0.24
<class 'torch.optim.adam.Adam'>,0.025,16,128,0.21100917431192662,0.174
<class 'torch.optim.adamw.AdamW'>,0.025,32,180,0.21100917431192662,0.186
<class 'torch.optim.adam.Adam'>,0.025,32,80,0.21009174311926607,0.152
<class 'torch.optim.adagrad.Adagrad'>,0.0001,16,120,0.21009174311926607,0.16
<class 'torch.optim.adamw.AdamW'>,0.025,16,170,0.21009174311926607,0.13
<class 'torch.optim.adamw.AdamW'>,0.025,16,110,0.20825688073394497,0.198
<class 'torch.optim.adagrad.Adagrad'>,0.0001,128,60,0.20550458715596331,0.15
<class 'torch.optim.adam.Adam'>,0.025,16,160,0.20458715596330276,0.22
<class 'torch.optim.adam.Adam'>,0.025,64,200,0.20458715596330276,0.148
<class 'torch.optim.adam.Adam'>,0.025,64,256,0.20275229357798166,0.158
<class 'torch.optim.adam.Adam'>,0.025,64,170,0.2018348623853211,0.18
<class 'torch.optim.adamw.AdamW'>,0.025,64,180,0.19908256880733946,0.266
<class 'torch.optim.adamw.AdamW'>,0.025,16,128,0.18990825688073396,0.224
<class 'torch.optim.adam.Adam'>,0.025,16,256,0.1889908256880734,0.166
<class 'torch.optim.adam.Adam'>,0.025,16,170,0.1871559633027523,0.178
<class 'torch.optim.adamw.AdamW'>,0.025,16,180,0.18256880733944955,0.156
<class 'torch.optim.adamw.AdamW'>,0.025,32,256,0.17706422018348625,0.226
